experiment_id,date,parent,candidate,gap,mechanism,invariants,development_split,development_result,holdout_hash,holdout_result,btc_result,verdict,reopen_condition
DEADLINE-ANYTIME-167,2026-08-19,828ea78+166-deadline-policy-prerequisite,reverted-research-harness,"166 proves both sides of the remaining gap: direct Long loses two of six general fixtures but improves BTC-scale default by6 and low fuel by1 while all 30 large-map days remain deadline-limited. The extra budget is valuable, but only if the acknowledged 5-second incumbent cannot be displaced by an uncertified or worse continuation.","Use the existing stateful MatchSession and same UdonShieldEngine. Solve and submit once with the unchanged 5000-ms default. With trusted time remaining, solve the same authoritative state again on the same engine and pre-day ledger; the existing current-score floor and may_submit certificate permit a resend only on strict certified dominance. A non-dominant, incomplete, invalid or transport-failed refinement leaves the first accepted plan authoritative. Apply the chosen day score and footprint to the match ledger exactly once. First implement this in the research harness; production HTTP is touched only after fresh development passes.","No designed functionality removed disabled deferred or reduced; no deletion; no parallel shadow or second engine; first 5000-ms decision byte/score/state equivalent to 828ea78; same generator master simulator validator risk comparator and MatchSession; official lexicographic score; strict existing may_submit certificate; same-day response accounting replaces rather than adds; no map seed family fuel role bot opponent or match routing; unknown budget remains5000; endsAt only tightens; local elapsed excluded; sealed holdout and BTC target-host required.","Frozen research/holdouts/DEADLINE-ANYTIME-167.csv: consumed166 attribution, fresh general18 and BTC-like default/low/high2 each development, sealed general/BTC-like 15s and separate 60s holdouts, BTC15 target-host.","Consumed general protected all 25/25 first submissions and both known Long losses; resubmits0. Consumed BTC-default attempted10 refinements with resubmits0. Fresh general18 attempted75 refinements with resubmits0, invalid/emergency0. Read-only counters on consumed seed4300000 showed2/4 refinement plans differed but all4 tied the incumbent current-day official score; none had a strict certified suffix dominance. Fresh BTC development and every holdout stayed unopened. The mechanism is safe but inert and cannot justify production/runtime complexity.",E748A798B530DDB2945BE076F94E5DAF72A42B44FAE83BD01868A7BDF52E55E5,"sealed; never opened",not-run,rejected-inert-accepted-protection,"Reopen anytime only after a separately proven long-budget suffix/certification mechanism turns a current-score tie into strict certified dominance on fresh development. Never relax may_submit or select by realized suffix."
DEADLINE-LONG-166,2026-08-19,828ea78,reverted-working-tree-deadline-policy,"BTC rules make response time a per-match public parameter; current code contains Emergency/Short/Normal/Long profiles but the canonical 5000-ms clamp makes Long unreachable. A trusted 15000/45000/60000-ms match can therefore leave most legal compute unused, while blindly delaying every submission would unnecessarily lose the fourth response-time tie-break.","First establish the value of the existing canonical Long path without adding score heuristics: retain 5000 ms as the default/unknown fail-closed budget, allow only an explicit trusted response budget up to the published 60000-ms class, and let raw server endsAt tighten but never enlarge it. Requests at or below 5000 ms remain identical. Compare the same fixtures at 5000/15000/60000; only if broad lexicographic upside exists may a successor continue the same search after an early protected submission and resend solely on certified dominance.","No designed functionality removed disabled deferred or reduced; no deletion; one canonical generator/master/simulator/validator/comparator path; official lexicographic score; exact simulator and independent validator; 5000-ms default and fallback; explicit public deadline only; no map seed family fuel role bot opponent or match routing; candidate at <=5000 must be byte/score/state/validator equivalent to 828ea78; local elapsed and cutoff variation have no performance or promotion authority; BTC target-host required before promotion; holdout remains sealed until development passes.","Frozen research/holdouts/DEADLINE-LONG-166.csv: paired general fixed and BTC-like default/low/high development at 5000/15000/60000; sealed general/BTC-like/role holdout.","General 5s candidate-vs-parent was byte/score/state equivalent on 6/6 fixtures and every day action hash. Direct Long at both 15s and 60s was 0/4/2 versus the protected 5s scores: overnight 53->50 and rare-brand 38->37, invalid/emergency0. BTC-scale 15s versus 5s was default 340->346, low405->406 and high527->527, all6/60 with invalid/emergency0; all 30 BTC-scale decisions remained deadline-limited. Thus extra budget has real upside but the existing Long policy is non-monotonic and cannot replace the 5s incumbent.",BB7244DC7798963D03E7C6E1E2864B1796D6F0AFC77FD386801503A8E9AE76BF,"sealed; never opened after standalone Long failed general development",not-run,rejected-standalone-accepted-attribution,"Reopen only as a separately registered protected-incumbent anytime lifecycle using the same engine and strict may_submit certificate. Never deploy direct Long replacement or tune its ordering on consumed166 fixtures."
ATTR-BTC-SELECTION-165,2026-08-19,cf7e4b4+163-working-tree,read-only-replay-attribution,"BTC m-3573 was valid under the canonical cap but live finished6/59/296 and missed one day10 brand. The replay must distinguish a general selection defect from realized-suffix hindsight before any source change.","Replay the authoritative states under the production current-floor policy for current and frozen parent; locate the replay-selected day1 plan in the live candidate audit and compare the complete registered profile tuple rather than realized final score.","Read-only consumed BTC counterexample; no source threshold dispatcher or policy change; official lexicographic score and full certified tuple; no match map seed bot or realized-suffix routing; local timing and bot rank excluded; no designed functionality removed disabled deferred or reduced.","Consumed m-3573 only; live replay plus current-floor current/parent counterfactuals and day1 candidate audit.","Current-floor counterfactuals kept6/60 through day9 and ended current6/60/266 versus parent6/60/267, a local timed tier3 difference only. The alternative that later realizes better was already certified in the live day1 portfolio, but it tied lower bound6/6/31 and upper6/60/445 while q50 was6/37/221 versus selected6/37/222; it therefore did not dominate. The earlier no-current-floor6/60/265 tie was a diagnostic policy mismatch and is not production A/B.",not-applicable,not-applicable,"m-3573 10/10 valid 9/9 reconciled; target-host hard-cap gate passed; rank excluded.",accepted-negative-attribution,"Reopen only if multiple diverse fresh BTC or human replays show the same structural profile-order failure, or if a candidate dominates under the complete registered tuple before the realized suffix is known."
ATTR-TANKER-STATE-DOMINANCE-164,2026-08-19,cf7e4b4,read-only-exact-state-audit,"Known roadless low-fuel seed3200100 has an exact day1 witness3/3/4 versus parent3/3/3. A safe monotonic insertion requires the gain to end in the same full authoritative state and road footprint as parent.","Compare exact witness and parent day1 terminal agents fuel and road footprint before considering any planner source change.","Consumed witness only; read-only; exact simulator and independent validator; full terminal state equality required; no shadow solver dual suffix evaluator threshold or fixture routing; no designed functionality removed disabled deferred or reduced; local timing excluded.","Consumed seed3200100 day1 only.","Both road footprints are empty but terminal states differ: exact witness ends26:2|26:2|26:2 while parent ends36:2|34:1|36:2. Therefore no same-state dominance certificate exists; preserving both futures would require a dual or shadow suffix evaluation and is outside the single-path non-overengineered architecture.",not-applicable,not-applicable,not-run,accepted-negative-attribution,"Reopen only for a fresh general counterexample whose strict score gain also preserves the complete authoritative terminal state and road footprint."
CORRECT-HARD-CAP-WIRING-163,2026-08-19,cf7e4b4+161-core-prerequisite,commit:Enforce-canonical-competition-compute-cap,"162 proves deadline-partitioning the no-budget exhaustive role algorithm is not semantics-preserving and causes systematic fuel-tight regression. Call-graph audit shows production HTTP/sandbox already use select_roles_until, but generic CLI roles still calls the no-budget method and the method name does not identify its research-oracle semantics.","Restore the exhaustive algorithm byte-equivalent, rename it select_roles_exhaustive_oracle, and migrate benchmark/historical research callers to the explicit oracle. Route generic CLI roles through select_roles_until(kCompetitionComputeHardCap). HTTP and sandbox remain on the same bounded path. No compatibility wrapper or dual production selector.","No designed role logic stage mask evaluator or research consumer removed disabled deferred or reduced; no deletion; exhaustive oracle implementation and harness cadence/inputs/outputs unchanged; production role selector implementation unchanged; every production caller receives one canonical5000-ms budget; fixed/deadline solver semantics <=5000 unchanged; exact simulator validator official comparator unchanged; no map seed family fuel bot opponent match routing; local elapsed excluded; BTC final authority.","Frozen call-graph and equivalence gates research/holdouts/CORRECT-HARD-CAP-WIRING-163.csv; consumed exhaustive seeds100000..100005 protect oracle identity; unit and BTC gates.","Git diff proves exhaustive body unchanged except explicit oracle name; only research benchmark/harness callers use it; CLI/HTTP/sandbox/session use bounded selector. Final all-target build and unit/simulator/validator gate passed. Protected fixed-role5000 screen tied parent0/6/0 with zero invalid/emergency. BTC m-3573: 10/10 valid, 9/9 reconciled, max response2556, max decision2447, validator agreement. ATTR-BTC-SELECTION-165 found no general source regression or dominating candidate.",8F8FA420C5129AE28D9FBC5B3C8CF81A8B2A2F9E9A8CF515EE76BC81378B0EC1,"Source/call-graph all-target build unit and fixed5000 score gates passed; unstable local oracle outcomes excluded. BTC replay SHA256 7878AB5DC19B401F59D97DE077AA1C997A6E213C455ACF3092628427E5535ACA.","m-3573 passed target-host validity lifecycle and hard cap; rank excluded as quality evidence.",accepted-correctness,"Reopen source only if production call graph regresses or target-host shows invalid emergency or cap breach."
CORRECT-HARD-CAP-ROLE-162,2026-08-19,cf7e4b4+161-core-prerequisite,rejected-working-tree-to-be-restored,"161 core clamps are semantic-equivalent at every explicit budget <=5000, but the legacy exhaustive select_roles API had no caller budget. Supplying a hard-stop-only deadline still changed general seed100002 from mask8 score5/20/31 to mask2 score5/20/35 although both role passes completed below one second. Therefore bounding this API is a real role-policy change rather than a performance-equivalent correction.","Retain the registered 161 core cap. Bound the existing exhaustive role algorithm in place by the same 5000-ms absolute deadline and partition that deadline across its unchanged seed/full-horizon stages exactly as the live role evaluator already does. Keep all masks, rollout stages, official comparator and deterministic fallbacks; do not add a second solver or dispatch by fixture.","No designed role stage mask evaluator or consumer removed disabled deferred or reduced; no deletion; official lexicographic score; exact simulator and independent validator; zero invalid/emergency; one structural deadline rule independent of seed map family fuel bot opponent and match; full fixed-operation role evidence remains when it completes inside the cap; development trade-offs require broad paired holdout with bounded tail; local elapsed excluded; BTC target-host final performance authority.","Consumed general exhaustive seeds100000..100005 then frozen general36 and BTC-like low/default/high18 exhaustive holdout; fixed/deadline controls and diagnostic validity lanes registered in research/holdouts/CORRECT-HARD-CAP-ROLE-162.csv.","Development3/2/1 gain/loss8/1. Frozen general/exhaustive36 opened once: candidate2/28/6 gain/loss2/12; two tier2 losses -2/-3; fuel-tight0/3/3; invalid/emergency0.",8868A31FD90EE8D5D548C49DADDC03CCABB6AB497B89778D85216FAC88391288,"Rejected on first sealed block; BTC-like18 controls diagnostics and BTC remained unopened.",not-run,rejected,"Do not deadline-partition or otherwise mutate the exhaustive oracle. Restore it byte-equivalent and route every production caller through the existing select_roles_until hard-cap API."
CORRECT-HARD-CAP-161,2026-08-19,cf7e4b4,working-tree-prerequisite-to-162,"Runtime accepts an arbitrary positive --response-ms and passes it through to BtcAdapterOptions role selection and the HTTP action deadline; UdonShieldEngine solve_day solve_day_until and select_roles_until also consume the caller-supplied duration unchanged. A 60000-ms outer window can therefore grant more than the mandatory 5000-ms internal compute budget. Repeated post-ACK precompute/proof slices also have no cumulative per-day cap.","Define one canonical 5000-ms competition compute cap. Clamp solve and role-selection budgets at the engine boundary; derive every BTC adapter and action deadline from the same effective budget while retaining the outer server deadline only as a tighter lifecycle bound; account cumulative post-ACK search against the unused part of the same day cap.","No designed functionality removed disabled deferred or reduced; no deletion; every solver planner proof precompute role and transport path remains active; requests at 1/500/1200/2500/5000 ms are byte/score/state/validator equivalent; oversized requests differ only by enforcing the already-authoritative cap; exact simulator validator certification comparator and score unchanged; one production path; no map seed family fuel role bot or opponent routing; local latency excluded; BTC target-host final authority.","Frozen contract/equivalence manifest research/holdouts/CORRECT-HARD-CAP-161.csv; oversized engine role session HTTP and post-ACK development gates then protected <=5000 equivalence lanes.","Core adapter/solve/solve-until/session/select_roles_until/post-ACK gates and full unit suite passed. The legacy no-budget select_roles API then violated strict equivalence on consumed general seed100002 even with a hard-stop-only deadline; that role-policy change is separated into162.",380D32C32768FC71A5204DB4CF3340CE6631F502FEB030AF0F4FF7E988B12311,"Explicit <=5000 core lanes passed; legacy exhaustive role score holdout not opened under161.",not-run,rejected-superseded-by-162,"Retain only the proven core cap as162 prerequisite; the legacy exhaustive role API requires its own paired score gate and BTC authority."
SCORE-TANKER-PARENT-TIE-PROTECTION-160,2026-08-14,cf7e4b4,rejected-working-tree-restored,"159 passes both development gates and tanker holdout but road-containing fixed holdout is6/25/5 gain18 loss11 with balanced0/3/3 loss9. Consumed seed3760032 reproduces under complete search: extension changes a day1 official-score tie then loses four servings day3 and two day4.","Snapshot the canonical portfolio immediately before post-prune coordination extension. RouteMaster solves that untouched snapshot first under the same absolute deadline and retains its incumbent; expanded search receives only remaining time. After official score comparison and before secondary tie breakers parent wins a tie; extension still wins on strict official gain. Retain 159 exact empty-road-footprint certificate.","No designed parent functionality removed disabled deferred or reduced; no deletion; every parent column and candidate remains active; extension remains fully searchable when deadline remains and wins on strict official score gain; one 5000ms absolute deadline covers both phases; provenance structural not seed map family fuel role bot or match identity; same generator master comparator used by ALNS role rollout and production; exact simulator validator certification unchanged; local elapsed excluded; frozen holdouts stayed sealed.","Consumed seed3760032 only: direct provenance stayed5/20/41; parent snapshot plus end-to-end tie flags reached5/20/45 but remained below frozen parent5/20/47. Source restored byte-identical to cf7e4b4. No fresh row opened.",rejected,0DC2CF8314D224CB52AF232E03039DF12324C19CD3A47EC2B01B4FDA89F38E22,"sealed unopened; matrix SHA256 4DE14CD78844356901062E2DA7CCF030645B71BF4D14525A4B7813CA7095EA72",not-run,rejected,"Reopen only with a single-path whole-pipeline incumbent certificate that neither runs a shadow decision solver nor extends the same 5000ms; no further comparator or provenance flag patches."
SCORE-TANKER-TRAFFIC-NEUTRAL-159,2026-08-14,cf7e4b4,rejected-working-tree-superseded-by-160,"158 is strongly positive roadless but fails road-containing fixed23/68/29 gain61 loss70. On consumed seed300030 it ties day1 gains one serving day2 then loses a daily brand day4; full search completes, localizing failure to future own-traffic externality rather than role or cutoff.","Retain 158 canonical provider/refuel columns but admit a new multi-waypoint tanker provider only when its exact fullFootprint is empty. All existing parent road rendezvous escort and tanker columns remain active; only the speculative extension requires traffic-neutral certification.","No designed parent functionality removed disabled deferred or reduced; no deletion; per-route exact footprint certificate not map seed family fuel role bot or match dispatcher; parent portfolio retained and not re-pruned; provider endpoint/order/cap unchanged; official comparator exact simulator independent validator master role logic and certification unchanged; 5000ms hard cap; local elapsed excluded; BTC final performance authority; frozen holdouts opened only after both development gates passed.","Consumed anchor exact3/12/16. Fresh tanker12 is2/10/0 gain/loss4/0 invalid0. Fresh road-containing fixed12 is3/9/0 gain/loss7/0: tier2 +2 and tier3 +1/+4; invalid emergency deadline zero.",passed,8B9F8EB2232ECD89EF7A8AEE16E28FA28B274D903327F16548F719D65080F2FA,"Tanker holdout6/30/0 gain/loss11/0 invalid0. Road-containing fixed6/25/5 all tier3 gain/loss18/11; balanced0/3/3 loss9. Remaining lanes unopened after blocker.",not-run,rejected,"Reopen only through structural parent-tie protection before secondary terminal/traffic tie breaks; never fit a family or road-count dispatcher."
SCORE-TANKER-CANONICAL-CARAVAN-158,2026-08-14,cf7e4b4,rejected-working-tree-superseded-by-159,"157 proved canonical required/provided refuel events work but its eligible independent tanker providers are only one route leg followed by wait; a complete 278-combination master audit remains day1 3/3/3 and each new patrol column reaches at most one serving.","Reuse the already-attributed unchanged bounded provider construction: stable permutations of at most four public-priority spot endpoints create dual-exact independent tanker RouteColumns. Around those canonical providers generate timestamped patrol join/follow/detach columns; unchanged RouteMaster selects them jointly with every parent column. No atomic whole-plan comparator.","No designed functionality removed disabled deferred or reduced; no deletion; all parent columns retained after unchanged pruning and never re-pruned; fixed endpoint bound inherited unchanged from 152-156 attribution and not tuned on 157; canonical route/master shared by role rollout and production; official comparator exact simulator independent validator and certification unchanged; no seed map family bot match fuel or role dispatcher; existing maximumEscorts bounds providers; 5000ms hard cap; local elapsed excluded; BTC target-host sole performance authority; holdout sealed.","Anchor then fresh tanker development/holdout plus protected roadless and road-containing lanes.","Anchor exact3/12/16. Fresh3/9/0 invalid0. Roadless fixed98/106/12 gain319 loss18; native27/41/4 gain96 loss5; deadline32/38/2 gain90 loss2; zero invalid/emergency and all families net positive.",F9FC8A1962CCE1B6C7F5408273087F7C91418B08F9D7F4BC2A50B78982E98473,"Tanker holdout8/28/0 invalid0. Full road-containing fixed rejected23/68/29 gain61 loss70; four of six families net negative and one candidate deadline day. Native/deadline road-containing unopened.",not-run,rejected,"Reopen only with a generic exact certificate protecting future own-traffic externality; no roadless/map dispatcher and no acceptance as a global trade-off."
SCORE-TANKER-SHARED-REFUEL-COLUMNS-157,2026-08-14,cf7e4b4,rejected-working-tree-superseded-by-158,"156 improved fixed low-fuel caravan cases but caused a reproducible exhaustive-role regression because its independent whole-plan candidate was visible under a reduced role rollout with different value than the canonical production planner. RouteMaster already supports one tanker covering multiple patrol refuel events, but RouteColumnGenerator locks each split rendezvous to a separate pair-specific escort group.","After unchanged parent pruning, retain every parent column and add bounded canonical patrol columns around existing independent exact tanker columns. Each patrol joins its earliest fuel-feasible tanker action boundary, copies an exact shared segment with timestamped required refuels, then either follows the suffix or detaches to a public-priority target. Optionally shift a start-spot provider by the already-proved WAIT1 while retaining the unshifted provider.","No designed functionality removed disabled deferred or reduced; no deletion; all parent columns remain active and are not re-pruned; one canonical route/master representation shared by role rollout and production; unchanged official lexicographic comparator exact simulator independent validator and final certification; no map seed family bot match fuel or role dispatcher; bounds use existing maximumEscorts; 5000ms internal hard cap; local elapsed excluded and BTC target-host sole performance authority; holdout sealed.","Consumed 156 anchor only; fresh 157 split unopened.","Unit passed. Anchor unchanged final3/12/15 and day1 3/3/3. No-deadline generator/master audit visited278 combinations; best stayed3/3/3. Shared patrol columns were exact but at most one serving because all eligible independent tanker providers were one-leg-plus-wait.",02BAAB9408D38A0E77A7D1FD9E1F4551EC0833FBFF528DAA5780F1EE614B5B3F,sealed-unopened,not-run,rejected,"Reopen only through a canonical multi-waypoint tanker RouteColumn followed by unchanged required/provided event coverage; never change provider count join boundary or detach ranking within 157."
SCORE-TANKER-CARAVAN-OVERNIGHT-156,2026-08-14,cf7e4b4,rejected-working-tree-restored,"155 closes day1 exactly at3/3/4 but ends on spot34; the next day leaves immediately and misses the rule-required start-spot WAIT1, causing final3/12/14 versus parent15 and exact16.","Reuse 155's unchanged bounded cached convoy preseed. When its tanker starts a nonterminal day on a spot, prepend WAIT1 to every convoy member before unchanged path permutation and earliest-feasible-join construction.","Canonical explicit overnight harvest only; no endpoint/order/cap/join/guard/comparator change; outer production incumbent and all main candidates retained; strict official gain; roadless/all-brand/all-stock/full-patrol-fuel/common-terminal admission; terminal unchanged; no seed/family/bot/match dispatcher; no designed functionality removed disabled deferred or reduced; 5000ms hard cap and BTC sole performance authority; local elapsed excluded; holdout sealed.","Consumed anchor3200100 then fresh3/9/0; scale fixed216 and exhaustive72 after original holdout.","Anchor parent3/12/15 to candidate3/12/16. Fresh paired3/9/0 invalid0. Scale fixed2/214/0 with two reproducible tier2 gains. Exhaustive role0/71/1: seed3541032 mask2->4 and whole-match3/8/8->3/7/8; fixed masks tied exactly, proving causal role-evaluator regression.",9A6D838736DCE43142A95FB89A019FE0A15E117569B9CD96C9277FC4EB08B436,"Original paired7/29/0 invalid0; later scale fixed2/214/0 but exhaustive role0/71/1 causal tier2 loss. Remaining scale deadline unopened after blocker.",not-run,rejected,"Reopen only through canonical route/master join-loiter-detach shared by role rollout and production; no context/budget disable gate and no endpoint cap or guard tuning."
SCORE-TANKER-CARAVAN-PRESEED-155,2026-08-14,cf7e4b4,rejected-working-tree-restored,"Accepted attribution154 proves a compact join-and-follow convoy exactly reaches missing day1 score3/4, while153 did not surface it before independent exact selection.","Before independent static search, generate fixed-operation atomic convoy plans from stable permutations of at most four highest official-priority spot endpoints, capped at24. Each patrol joins at its earliest fuel-feasible tanker action boundary and copies the remaining tanker actions. Dual-exact evaluate every plan.","Outer production incumbent and all main route/master candidates retained; independent lane additive; strict official-score replacement only; one canonical simulator/validator; roadless/all-brand/all-stock/full-patrol-fuel/common-terminal admission; terminal unchanged; no seed/family/bot/match dispatcher; no designed functionality removed disabled deferred or reduced; 5000ms hard cap and BTC sole performance authority; local elapsed excluded; holdout sealed.","Consumed anchor3200100 first; only after closure 12 fresh cases across four families and low/default/high seeds3410000..3430300.","Unit passed; day1 closed exact at3/3/4 with all agents34:2, but final regressed parent3/12/15 to3/12/14 because day2 left start spot34 without required WAIT1 and collected only3 servings. No fresh candidate row opened; source fully restored.",81F341E7336CF6144C4EC795352D148868BCC75C2F98EBAD9C4140910FDE1DC9,"sealed-unopened",not-run,rejected,"Reopen only by composing the canonical explicit overnight-harvest WAIT1 before caravan departure; never tune endpoint count cap join rule guard seed family bot or match."
ATTR-TANKER-CARAVAN-CONSTRUCTION-154,2026-08-14,cf7e4b4,research-probe-only,"153 stayed at3/3/3, but that result does not distinguish an insufficient join-and-follow construction from candidate generation/evaluation missing its independent-lane deadline.","On consumed anchor3200100 only, construct the compact public-rule convoy implied by the exact witness: patrol0 joins at the first reachable tanker boundary, patrol1 at the next reachable boundary, then both follow the tanker suffix to a common terminal. Exact-simulate and independently validate day1.","Read-only consumed-witness attribution; no production source or score candidate; exact simulator/independent validator agreement; official current-day score; no fresh seed holdout BTC performance or local timing claim; no designed functionality removed disabled deferred or reduced.","Consumed split-duty/low seed3200100 day1 only.","Dual-valid day1 score3/4; final agents26:2|26:2|26:2; plan3.2.2.0.5.5.-4|-2.4.2.0.5.5.-4|5.2.2.0.5.5.-4.",not-applicable,not-applicable,not-run,accepted,"Closed. Any successor must preseed a bounded atomic convoy before static independent search and retain every outer parent candidate; do not add detach logic or tune geometry from this consumed witness."
SCORE-TANKER-JOINT-CARAVAN-153,2026-08-14,cf7e4b4,rejected-working-tree-restored,"Exact150 requires separated patrols to join a tanker trajectory at different action boundaries and then move lockstep. Canonical master supports one-tanker multi-patrol escort groups, but generator creates them only when all patrols start co-located; rejected152 proves extra tanker windows alone do not close the gap.","Inside independent EventConflict, beam at most four public start/spot waypoints for exactly one tanker. For each joint plan every patrol takes a fuel-feasible Pareto prefix to its earliest reachable tanker action boundary then follows the exact remaining tanker actions. Evaluate atomically with existing exact simulator and independent validator after the byte-equivalent parent phase.","Official lexicographic score; parent incumbent protected; one canonical evaluator; no role/comparator/deadline/static/terminal change; no seed/family/bot/match dispatcher; bounded public structural inputs; no designed functionality removed disabled deferred or reduced; nonterminal roadless/all-brand/all-stock/full-patrol-fuel/common-terminal admission; 5000ms hard cap and BTC sole performance authority; local elapsed excluded; holdout sealed.","Consumed anchor3200100 first; only after closure 12 fresh cases across four families and low/default/high seeds3350000..3370300.","Unit suite passed but anchor stayed HEAD3/12/15 and day1 3/3/3; exact remains3/12/16 and day1 3/3/4. Selected plan changed with zero official gain. Fresh candidate and holdout rows remained unopened; source fully restored.",6355744188DE9B8F2FEB5B605FAA9AC1D9F47A010B0398240416255E027C8AAE,"sealed-unopened",not-run,rejected,"Reopen only through canonical route/master machinery with a bounded join-and-detach escort segment primitive; do not add another standalone whole-plan generator or tune route count waypoint count join order guard seed family bot or match."
SCORE-TANKER-CARAVAN-152,2026-08-14,cf7e4b4,rejected-working-tree-restored,"Exact 150 proves a day1 tier3 +1 from a joint patrol-tanker caravan plan absent from all16 HEAD audit candidates; rejected151 proves the existing two-window mobile hub set cannot express it.","After the byte-equivalent static EventConflict parent phase, add a bounded deterministic tanker waypoint beam over the same public start/spot cells and ParetoRouter, exposing at most four consecutive rendezvous windows. Retain the strict nonterminal roadless/current-day absolute score/full patrol fuel/common terminal admission guard; terminal behavior stays unchanged.","Official lexicographic score; parent incumbent protected; no role/comparator/deadline/static-hub change; no seed/family/bot dispatcher; no designed logic removed disabled deferred or reduced; exact simulator and independent validator; bounded public structural inputs only; 5000ms hard cap with BTC as sole performance authority; local elapsed excluded; holdout sealed.","Consumed anchor3200100 first; only if closed, 12 fresh cases across rendezvous-chain/split-duty/stock-cycle/rare-return and low/default/high seeds3290000..3310300.","Unit suite passed, but consumed anchor remained HEAD3/12/15 and day1 3/3/3 with the parent-identical plan/state; exact remains3/12/16 and day1 3/3/4. No fresh candidate row opened; production source fully restored.",EB3BB794D53BE196AF63890266738DE3BD25620FAD9A659BE591ADC1ADA26E31,"sealed-unopened",not-run,rejected,"Reopen only with a separately justified bounded shared multi-patrol escort/lockstep caravan primitive. Do not tune waypoint count beam width admission guard seed family or bot routing."
SCORE-TANKER-SAFE-MOBILE-151,2026-08-14,cf7e4b4,rejected-working-tree-restored,"150 exposes a day1 joint patrol-tanker portfolio miss on a roadless low-fuel full match: HEAD3/3/3 versus exact3/3/4, final +1 serving. Unrestricted nonterminal mobile hubs were rejected by143 for future traffic/fuel/state regressions.","Run the byte-equivalent static EventConflict parent phase first. Before terminal day and only with no road cells, evaluate the existing bounded mobile hubs additively. Admit a mobile result only when its exact today score reaches the absolute all-brand/all-stock bound, every patrol finishes full fuel and all agents share one terminal cell.","No role/comparator/deadline/static-hub change; parent incumbent retained; no seed/family dispatcher; no action or designed logic removed; exact simulator and independent validator; current-day absolute score equality; roadless; full terminal patrol fuel; common terminal cell; 5000ms logical cap; local elapsed excluded; remaining position-suffix risk requires fresh/protected paired evidence; holdout sealed.","Consumed anchor3200100 then 12 fresh cases: four families by low/default/high, seeds3230000..3250300. Candidate must close the anchor and activate on fresh structure before holdout.","Rejected on consumed anchor: candidate HEAD remained3/12/15 and day1 remained3/3/3 with parent-identical plan/state; no existing mobile hub reached safe admission. Fresh development was not opened; production source fully restored.",DD7CADA659D6A497A1969E7F9E90843E2EF8800277D021E4F914883D2241BB6F,sealed,not-run,rejected,"Reopen only with a separately justified bounded joint multi-patrol caravan primitive; do not increase hub limits weaken the guard or enable unrestricted mobile logic."
CEILING-TANKER-MATCH-150,2026-08-13,cf7e4b4,research-oracle-only,"148/149 failed only config preflight and produced zero score; the full-match tanker/refuel suffix domain remains unmeasured after terminal 147 closed.","Run the complete joint step DP on a separately frozen valid four-day roadless 2x3 active component embedded in 8x8, with 16 steps/day, two patrols, one tanker, three distinct non-spot starts and three spots. Carry positions, fuels, terminal refuel, lifetime brands and official accumulated score across days; reset only daily stock/visited state. Canonicalize interchangeable patrol identities with witness remapping and memoize identical daily dynamics only after asserting equal step counts.","All published config invariants verified before freeze: 4 days, 16 steps within 8x8 bounds, 3 agents, 3 spots, distinct non-spot starts, positive fuel, roadless; no production source change; complete action enumeration/no state cap; exact movement/fuel/claim/stock/revisit/refuel; official lex score; only exact dominance; reconstructed match dual-valid; local elapsed excluded; holdout sealed; no designed functionality removed disabled deferred or reduced.","Fresh 12-case development: four structural families by low/default/high fuel, horizon4, seeds 3200000..3220300.","After one infrastructure-inconclusive pre-quotient attempt, seed3200000 tied at3/12/12. Seed3200100 exposed exact tier3 +1: HEAD3/12/15 versus oracle3/12/16; exact-vs-HEAD1/1/0, invalid0 incomplete0, hash45ada1153ec4107b. Attribution reproduced the result and localized first divergence to day1 3/3/3 versus3/3/4; oracle day1 plan was absent from all16 HEAD audit candidates, proving a pre-master joint patrol-tanker portfolio coverage gap. Remaining ten development seeds stopped unopened.",3120848D5D5642E44467B20903694FBBBA7F89AAA168F0844F8E7251C1B0ECA4,sealed,not-applicable,accepted-gap-no-candidate,"Open a fixture-independent bounded candidate-generation experiment from cf7e4b4 only after tracing the responsible generator; no seed/family dispatcher or blind beam increase. Keep remaining development and holdout sealed until candidate passes fresh development."
CEILING-TANKER-MATCH-149,2026-08-13,cf7e4b4,research-oracle-only,"148 proved only that its 2x2 adapter cannot satisfy the official distinct-start/non-spot contract; the full-match tanker/refuel suffix gap remained unmeasured.","Run the same complete three-day joint step DP on a separately frozen roadless 2x3 component with two patrols, one tanker, three distinct non-spot starts and three spots. Carry positions, fuels, lifetime brands and official accumulated score across days; reset only daily stock/visited state and preserve terminal refuel into next-day state.","No production source change; complete action enumeration with no state cap; exact movement fuel claim stock repeat-visit and consecutive/terminal refuel semantics; official lex score; dominance only at identical physical/lifetime state with no-less fuel, subset visited and lexicographically no-worse accumulated daily/servings; reconstructed whole match dual-valid; roadless public-information domain; local elapsed excluded; holdout sealed; no designed functionality removed disabled deferred or reduced.","No score fixture ran. Official config preflight rejected horizon3 because published matches require 4 to10 days; independent source audit also found daySteps6 below the 8x8 minimum16 before either value could be relaxed.",not-applicable,CCEA64E1D4CE491937BC88B635C63CDFC8A69BACE238DD3AC439B0D75E4A01B8,unopened,not-applicable,rejected-preflight,"Do not alter frozen149. Replace only with a fresh horizon4/daySteps16 split after validating every config invariant before freeze."
